Name,Comment,Likes
S Des,"What a great trailer....for such a terrible movie.  You can literally count the times they hyped things people really wanted to see, that Johnson turned around and made into nothing to tell a completely different story.  I don&#39;t think I&#39;ve ever seen a more dishonest trailer before.",0
SwagMan007,Disney wont release an episode 9 trailer because of Star Wars fatigue! What???? The only thing I am tired of is bad movies!,0
Mepster SWE,2019,0
jaime bueno,"As a spanish 28y-o boy I will never forget how I was walking peacefully through London streets when suddenly I bumped in the preview of this film. I could see in first-hand all the famous film actors who I wish always wanted to know. It was something really strong in the atmosphere, I could feel the Force :)",1
Thegoosesmoose Thegoosesmoose,Worst SW movie of all time. Thanks Ruin.,0
AbareKillerFan 2002,"I kinda liked this movie, but it wasn&#39;t the best",1
Rosco,The last jedi is a great movie guys,5
Christian Clyne,This movie would be perfect if not for the Finn/Rose subplot,2
TonyTonyChoppas,"If I were to direct the new trilogy I would make Rey a kenobi, you know reveal it at the end of the new trilogy, but jeez what are they doing to this trilogy",0
Ovidiu,TRAILER AMAZING. MOVIE AMAZING.<br><br>STOP,3
Reed,Star Wars Episode IX: The Last Israeli.,0
T4K,"I thought this trailer was really good BUT the actual movie was like a mixture of guardians of the galaxy, fantastic beasts, independence day, matrix, and naruto. It didn&#39;t feel like star wars.",0
CHTV,"That poor cinematographer, such good work just went to waste...",0
Steven Moffitt,"It was a good movie y&#39;all. You haters just didn&#39;t get what you thought you needed. But if I had one complaint, it would be Rose",2
Lonely Cowboy,"Ackbar... He knew... He was silent on the movie,but if ur force sensitive  u can hear his voice,his warning about this film...",1
Great-one1976,I was so so excited to see this...then I did..what an abomination,1
Code Renard,"Let&#39;s get real, the problem ain&#39;t Disney, the problem is Kathleen Kennedy and Rian Johnson here.",3
JayBound,Bad trailer= good movie<br>Good trailer= bad movie,2
William,Anyone else excited for Episode IX?,3
Ron Jon,a RUIN Johnson film,2
Parzival,"HERE DISNEY: Apologise for your failure. Remake the film. Legit, Remake it. or tell everyone that they should ignore its logic or storyline. thats how u do it.",3
Goth Girl,"I like this movie , like all others , haters go back to your home and let syar wars lives",3
Salty Dunmer,worst movie of this millennium,1
El_Ucca,"Luke sends a message to the fans at <a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=1m45s"">1:45</a>.",3
connected online,"I smell a reboot in a few years for episode 7, 8 &amp; 9,",3
Jordan Dowley,a story about a mary sue basically,1
Ben Quinney,Rey’s kryptonite is that she has no kryptonite,1
Little Prussian,"The reason why this movie contradicts everything that happened in The Force Awakens, is because Rian Johnson wrote the script to The Last Jedi BEFORE The Force Awakens was released.<br>Not only that, but the writing is so bad, because Rian Johnson in general is a terrible writer.<br>And that&#39;s not me attacking the guy, he has admitted that in an old video that can be found on Youtube.",1
xMiłoszeQ,I watching this because 1. Awesome Music 2. Really good trailer 3. I wanna STAR WARS 9 TITLE,0
World Press,Awesome trailer for such a garbage movie.,6
Jose TheClassicStarWarsFan,2019!?,4
Moriswala Hussain,I,0
Metalgear SolidSnake,"are very good movie, 8/10 from me.:=)",2
Daniel Jacobson,One of my personal favorites in the series,1
RyanTheTaco,Rose Tico and Admiral Holdo are suitably completely absent from this trailer.,1
Franchise Fanatic,great trailer...... even better film,3
SiennaSkiDiver4,Worst movie of ever,4
Maanya Shukla,This movie is a masterpiece.,5
garconesia garcon,Why carrie fisher died on December 2016 and this is her last flim called the force awaken bc she died of heart attack rest in peace,2
Dobos Carlos,It was a good movie with some fain new things and it looks fenomenal...like if you are a Star Wars fan,6
Poradon,&#39;&#39;Thats how we win by not killing what we hate... but saving what we love&#39;&#39;<br><br><br><br><br>HAHAHAHAHAHAHAHAHAAHAHAH when the trailer is better then the movie,2
Kek,The best Star Wars Movie so far.,1
Will,Paying to see this movie was like paying to play Diablo Immortal and no it wasn&#39;t an april fools joke,3
Will,Paying to see this movie was like paying for Fallout 76 collectors edition and getting a vinyl bag instead of the canvas bag. They told their fans they hated women too.,1
cameron burke,I was just scrolling through my recommended videos and saw trailer and star wars in the same thumbnail and got excited then I saw it was tlj...why YouTube?,1
Alex Weston,STILL TRASH IN 2019,3
Tom Pryor,If only the movie was this,3
Adam Lane,"They deleted my comment pointing out they were removing dislikes. I mean, it’s now at some tens of thousands.<br><br>Get a grip, guys, everyone knows it’s just awful. Removing the dislikes is... cheap.",4
bunnyfreakz,"Think about it, this trailer is much better than actual movie because no Rose Tico in here.",2
Balázs Fellner,Sometimes i just come back and watch this trailer... Epic af. :D,13
Uzair Ashraf,"Can anyone tell me the name of the soundtrack that starts from <a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=0m28s"">0:28</a> to <a href=""https://www.youtube.com/watch?v=Q0CbN8sfihY&amp;t=1m04s"">1:04</a>?",1
panicked honk,best Star Wars movie ever tied with Empire,2
True Blue Entertainment,Better than the movie,4
Sam Willo,The prequels are better than anything Disney has made so far.,4
Brady Johnson,"Never in my life had I been so excited for a movie, and never in my life was I this let down by a movie. I literally wasn&#39;t happy for the next week after watching this movie. Then Infinity War came out and I kept my expectations low, but I don&#39;t think that movie could be any more perfect for the Marvel franchise. I don&#39;t think Disney is ruining Star Wars, but the team they put in charge is. The Marvel team is doing an amazing job and I hope some of those strategies can be translated into a Star Wars movie. I would love to see a Star Wars Cinematic Universe with different Jedi and Sith getting their own movies, but it&#39;s hard to trust this group of people.",4
ALEKSANDR MENSHIKOV,This Jedi girl Ray could become mother of Luke  ...like Maria Magdalena (he could come back like her child to save humanity i am your father -Luke ...),2
stormshadow2k,The worst SW movie of all time. OF ALL TIME.,3
yeeaahhzz,"wow Disney, you seriously need to back off the fandoms before you alienate your bread and butter futher.  Why the manual copyright claim? Disgusting,",1
Guangtian,Came back after watching the fan film,1
Oliver Mulligan,The Wikipedia says that this isn&#39;t the final film of Star Wars. <br>There is an Episode 9 coming in Dec 2019. <br>But nobody knows what it&#39;s called.,1
Levi Bullen,This movie rocked. I loved it.,4
Win Tan,"You guys should check out Star Wars Toon Sandwich, it&#39;s way more hilarious.",2
john kelley,If you want a real movie vader shards of the past is excellent.,4
Gabriel9tm,Top 10 trailers that are better than the movies,4
Jarrah Smith,Anybody else watched this trailer in 2019 wanting the next movie to come out,2
Sofian Leseque,Me: amazing movie<br><br>Fanboys: horrible movie,1
Stanley Turner,What might&#39;ve been,4
Sacred Hamburger,I thought this was actually gonna be good. How foolish I was,4
Stinky Monkey,The only people that like this movie are radicalized liberals that only see race and gender.,2
TERRIBLE - vision,"why was there a map to luke ??? if he didnt want to help. poor story badly wrote. please get 9 right. <a href=""http://www.youtube.com/results?search_query=%23makelukegreatagain"">#makelukegreatagain</a>",3
Redziak,"Yes, IT is the beast star wars movie since 1980<br>Yes, i want to see in coments how much You hate me for my opinion",3
Sempi_loud,"Luke never had a robotic arm,he had it cut off but put back on again",1
Nomad,At leaat the trailer was good,0
Barnett,"I don&#39;t understand the hate towards this movie, it does have issues but do they ruin the movie",0
HUSEYIN BERIK,The last episode of the Skywalker saga will change everything,0
Link86,Best Star Wars movie since 1983. Even with its flaws.,4
That Guy,Trailer seemed like a phenomenal tale of luke as a master with a powerful apprentice....movie was poopy.,1
Elier Leal,Watch JJ say that all of this was a vision by Luke Skywalker and it did not happen in the opening crawl since he wants to “fix” the sequels.,0
Not Kirk,Has anyone noticed only the people who didn&#39;t like the movie expressed their opinion in the comments? Just goes for show how much their fans are whiners.,1
Warppig,"Oh, the irony - best trailer, worst movie.",3
TheDude,This trailer is way better than the movie.,3
NATHAN,SW fans from the following countries disliked this movie:<br><br><br><br><br><br>🇦🇫🇦🇩🇦🇷🇦🇿🇧🇾🇧🇹🇮🇴🇧🇮🇨🇻🇨🇱🇰🇲🇨🇮🇨🇿🇪🇨🇪🇪🇫🇯🇹🇫🇬🇭🇬🇵🇬🇼🇭🇺🇮🇶🇯🇲🇰🇪🇱🇦🇱🇾🇲🇰🇲🇱🇲🇺🇲🇨🇲🇿🇳🇱🇳🇬🇳🇴🇵🇦🇵🇳🇷🇪🇸🇲🇸🇨🇸🇮🇰🇷🇸🇭🇸🇩🇸🇾🇹🇱🇹🇳🇻🇮🇺🇸🇻🇪🇿🇲🇿🇼🇻🇳🇺🇾🇺🇬🇹🇷🇹🇬🇹🇼🇸🇷🇰🇳🇸🇸🇬🇸🇸🇱🇸🇹🇷🇴🇵🇱🇵🇬🇴🇲🇳🇺🇳🇨🇲🇲🇲🇳🇾🇹🇲🇹🇲🇬🇱🇮🇱🇻🇰🇮🇯🇵🇮🇪🇮🇸🇬🇾🇬🇺🇬🇮🇬🇦🇫🇮🇪🇹🇪🇬🇩🇰🇭🇷🇨🇬🇨🇳🇧🇶🇰🇭🇻🇬🇧🇴🇧🇪🇧🇸🇦🇲🇦🇴🇦🇽🇦🇱🇦🇮🇦🇼🇧🇭🇧🇿🇧🇦🇧🇳🇨🇲🇰🇾🇨🇽🇨🇩🇨🇺🇩🇯🇸🇻🇪🇺🇫🇷🇬🇲🇬🇷🇬🇹🇭🇹🇮🇳🇮🇲🇯🇪🇽🇰🇱🇧🇱🇹🇲🇼🇲🇭🇲🇽🇲🇪🇳🇦🇳🇿🇳🇫🇵🇰🇵🇾🇵🇹🇷🇺🇸🇦🇸🇬🇸🇧🇪🇸🇱🇨🇸🇿🇹🇯🇹🇰🇹🇲🇺🇦🇺🇿🇼🇫🇪🇭🇻🇺🇦🇪🇹🇨🇹🇴🇹🇿🇸🇪🇵🇲🇱🇰🇸🇴🇸🇽🇸🇳🇷🇼🇵🇷🇵🇪🇵🇼🇰🇵🇳🇮🇳🇷🇲🇸🇫🇲🇲🇶🇲🇾🇱🇺🇱🇸🇰🇼🇯🇴🇮🇱🇮🇩🇭🇳🇬🇬🇬🇱🇬🇪🇬🇫🇫🇰🇬🇶🇩🇲🇨🇼🇨🇰🇨🇨🇨🇫🇨🇦🇧🇬🇧🇼🇧🇯🇧🇩🇦🇺🇦🇶🇩🇿🇦🇸🇦🇬🇦🇹🇧🇧🇧🇲🇧🇷🇧🇫🇮🇨🇹🇩🇨🇴🇨🇷🇨🇾🇩🇴🇪🇷🇫🇴🇵🇫🇩🇪🇬🇩🇬🇳🇭🇰🇮🇷🇮🇹🇰🇿🇰🇬🇱🇷🇲🇴🇲🇻🇲🇷🇲🇩🇲🇦🇳🇵🇳🇪🇲🇵🇵🇸🇵🇭🇶🇦🇼🇸🇷🇸🇸🇰🇿🇦🇧🇱🇻🇨🇨🇭🇹🇭🇹🇹🇹🇻🇬🇧🇻🇦🇾🇪,3
Arkh,let the artists make the art what i gotta say..you money people can control the money sure,0
Paulo Roberto,"&quot;Let the OT cast die, kill it if you have to!&quot;",0
Leo Lizard,If you liked Rose Tico you scare me,386
Saurowise,This movie is a masterpiece.,4
Joaquín Muñoz Ayala,"Por favor, podrían dar información. De para cuando el trailer, prometieron q sería en navidad y ya pasó año nuevo",1
Rayen0314 R,"This is what star wars fans get from complaining at lucas. He Made  those movie with hes soul and all of u guys did was to complain complain. <a href=""http://www.youtube.com/results?search_query=%23MarvelFanForever"">#MarvelFanForever</a> 😉",2
Stonk,Watch this trailer for 90 min and you will love this movie :D,0
Ghost nl,"used to love the starwars , but these last 2 movies where terrible, this did not  feel like star wars at all , probably the first time ever for me watching sci fi movie and litterly being bored",1
tek,I loved the last jedi. It&#39;s my favorite star wars movie since Empire Strikes back and episodes 7 and 8 are better than the prequels in my opinion.,3
